Číslo,Jméno,Název 1,Název 2,Typ zdroje,Rok publikace,Rok sběru,Lok. - bod,Lok. - oblast,Bibliografie,Náš zdroj
1402,"ROBL, R.",Lázně Bohdaneč PA.,,Excerpta,1957,1957,Lázně Bohdaneč PA,,1957.,Bara
1403,"ROBL, R.",Mikulovice PA.,,Excerpta,1957,1957,Mikulovice PA,,1957.,Bara
1404,"ROBL, R.",Nová Ves RK.,,Excerpta,1957,1957,Nová Ves RK,,1957.,Bara
1405,"ROBL, R.",Opatovice nad Labem PA (Pohřebačka).,,Excerpta,1957,1957,Opatovice nad Labem PA (Pohřebačka),,1957.,Bara
1406,"ROBL, R.",Pardubice PA (Nemošice).,,Excerpta,1957,1957,Pardubice PA (Nemošice),,1957.,Bara
1407,"ROBL, R.",Pardubice PA (Pardubičky).,,Excerpta,1957,1957,Pardubice PA (Pardubičky),,1957.,Bara
1408,"ROBL, R.",Pardubice PA.,,Excerpta,1957,1957,Pardubice PA,,1957.,Bara
1409,"ROBL, R.",Ráby PA.,,Excerpta,1957,1957,Ráby PA,,1957.,Bara
1410,"ROBL, R.",Sezemice PA (Dražkov).,,Excerpta,1957,1957,Sezemice PA (Dražkov),,1957.,Bara
1411,"ROBL, R.",Sezemice PA.,,Excerpta,1957,1957,Sezemice PA,,1957.,Bara
1412,"ROBL, R.",Týniště nad Orlicí RK (Štěpánovsko).,,Excerpta,1957,1957,Týniště nad Orlicí RK (Štěpánovsko),,1957.,Bara
1413,"ROBL, R.",Úhřetická Lhota PA.,,Excerpta,1957,1957,Úhřetická Lhota PA,,1957.,Bara
1414,"ROBL, R.",Vlčí Habřina PA.,,Excerpta,1957,1957,Vlčí Habřina PA,,1957.,Bara
1415,"ROBL, R.",Voleč PA.,,Excerpta,1957,1957,Voleč PA,,1957.,Bara
1416,"ROBL, R.",Vysoké Chvojno PA.,,Excerpta,1957,1957,Vysoké Chvojno PA,,1957.,Bara
1417,"ROBUŠ, M. K.",Trampoty ujca Vraňáčka.,,Kniha,1948,1948,Vápenice UH,,"Brno: B. Pištělák, 1948.",Texty a slovníky
1418,"RODINA, K.",Popis lidové mluvy na Plzeňsku.,,Rukopis,1885–1895,1895,,Plzeňsko,1885–1895.,Bara
1419,"ROHEL, J.",Hornické kapely.,Radostná země,Článek v časopise,1954,1954,,,"Radostná země. 1954, roč. 4, s. 77",Bara
1420,"ROTTA, E.",O dvanácti měsíčkách.,Novopacko. Vlastivědná monografie okresu I,Článek ve sborníku,1924,1924,,,"In: Novopacko. Vlastivědná monografie okresu I. Nová Paka: Okresní školní výbor, Kulturní odbor učitelské jednoty Budeč, 1924, s. 314–321.",Bara
1421,"ROUBAL, J.",Rostliny v lidovém podání na Klatovsku.,Český lid,Článek v časopise,1902,1902,,,"Český lid. 1902, roč. 9, s. 287–291.",Bara
1422,"ROUDNÝ, M.",Slovník nářečí podle zápisů z Úlibic u Jičína.,,Dizertační práce,1952,1952,Úlibice JC,,"Praha, 1952.",Bara
1423,"RUMANOVÁ, L.",Česko-prajzský slovník + Frky + Nadávky.,,Kniha,2009,2009,,Hlučínsko,"Ostrava: Bittisk, 2009. ISBN 978-80-254-4256-2.",Excely
1424,"RUSEK, P.",Slovník Brušperka.,,Studentská práce,,,Brušperk FM,,"[b. m., b. r.]",Excely
1425,"RŮŽIČKOVÁ, J.",Příslovce v dubňanském nářečí.,,Studentská práce,2004,2004,Dubňany HO,,"Brno, 2004.",Excely
1426,"RYBNIKÁROVÁ, A.",Nářeční řemeslnická terminologie na Konicku.,,Studentská práce,2008,2008,,Konicko,"Brno, 2008.",Excely
1427,"RYBNIKÁŘ, F.",Mudrosloví národa hluckého.,,Kniha,2004,2004,Hluk UH,,"Velehrad; Hluk: Ottobre 12; Město Hluk, 2004. ISBN 80-86528-38-3.",Excely
1428,"RYCHLÍK, B.","Pověsti, pohádky a vyprávění moravských Kopanic.",,Kniha,2001,2001,,,"Brno: Doplněk, 2001.",Texty a slovníky
1429,"RYNDOVÁ, L.",Chodské nářečí. Ze spisů J. Š. Baara.,,Studentská práce,1931,1920,,Chodsko,"Praha, 1931.",Bara
1430,"RYTÍŘ, J.",Mladá Vožice TA.,,Excerpta,1961,1961,Mladá Vožice TA,,1961.,Bara
1431,"RÝZNAR, V.",O řeči severomoravských hraničářů.,,Kniha,1932,1932,,,"Olomouc: Národní jednota pro východní Moravu, 1932.",Bara
1432,"ŘOUTIL, J.",Po leštěnske.,Severní Morava,Článek v časopise,1998,1998,Leština SU,,"Severní Morava. 1998, sv. 76, s. 33–44. ISSN 0231-6223.",Excely
1433,"SALICHOVÁ, H.",Lidové zkazky o zavražděných z Klimkovska.,Bílovecko. Vlastivědný zpravodaj,Článek v časopise,1957,1957,,,"Bílovecko. Vlastivědný zpravodaj. 1957, sv. 3, s. 1–3.",Bara
1434,"SALICHOVÁ, H.",Naše pohádky.,Věstník Matice opavské,Článek v časopise,1924,1924,Kyjovice OP,,"Věstník Matice opavské. 1924, č. 30, s. 35–46.",Bara
1435,"SALICHOVÁ, H.",Ze starých časů. Kronika slezského kraje.,,Kniha,1947,1947,,,"Praha: Vyšehrad, 1947.",Bara; Texty a slovníky
1436,"SATKE, A.",Dva horničtí vyprávěči.,Radostná země,Článek v časopise,1958,1958,,,"Radostná země. 1958, roč. 8, s. 46–52.",Bara
1437,"SATKE, A.",Hlučínský pohádkář Josef Smolka.,,Kniha,1958,1958,Hlučín OP,,"Ostrava: Krajské nakladatelství, 1958.",Bara
1438,"SATKE, A.","O mluvě, pohádkách a písních lidu.",Hlučínsko. Příroda – lid – kultura,Článek ve sborníku,1958,1958,,,"In: FICEK, V., ed. Hlučínsko. Příroda – lid – kultura. Ostrava: Krajské nakladatelství v Ostravě, 1958, s. 137–184.",Bara
1439,"SATKE, A.","Pohádky, povídky a humorky ze Slezska.",,Kniha,1984,1984,,,"Ostrava: Profil, 1984.",Excely
1440,"SATKE, A.",Úsměv a smích. Anekdoty a humorky slezského venkova a hornického Ostravska.,,Kniha,1991,1970,,,"Karviná: Gramma, 1991.",Excely
1441,"SEDLÁČEK, M.",Jihlava JI (Henčov).,,Excerpta,1961,1961,Jihlava JI (Henčov),,1961.,Bara
1442,"SEDLÁČEK, M.",Jihlava JI (Henčov).,,Excerpta,1965,1965,Jihlava JI (Henčov),,1965.,Bara
1443,"SEDLÁČEK, M.",Jihlava JI (Henčov).,,Excerpta,1966,1966,Jihlava JI (Henčov),,1966.,Bara
1444,"SEDLÁČEK, M.",Jihlava JI (Henčov).,,Excerpta,1968,1968,Jihlava JI (Henčov),,1968.,Bara
1445,"SEDLÁČEK, M.",Jihlava JI.,,Excerpta,1963,1963,Jihlava JI,,1963.,Bara
1446,"SEDLÁČEK, M.",Jihlava JI.,,Excerpta,1964,1964,Jihlava JI,,1964.,Bara
1447,"SEDLÁČEK, M.",Jihlava JI.,,Excerpta,1967,1967,Jihlava JI,,1967.,Bara
1448,"SEDLÁČEK, M.",Jihlava JI.,,Excerpta,1969,1969,Jihlava JI,,1969.,Bara
1449,"SEHNALOVÁ, L.",Nářeční pivovarnická terminologie v obci Černá Hora.,,Studentská práce,2012,2012,Černá Hora BK,,"Brno, 2012.",Excely
1450,"SELLNER, K.",[Bez názvu.],Český lid,Článek v časopise,1930,1930,,,"Český lid. 1930, roč. 30, s. 123–124. (rubrika Otázky a odpovědi)",Bara
1451,"SEMRÁDOVÁ, A.",Zaječické nářečí.,,Studentská práce,1934,1934,Zaječice CR,,"Praha, 1934.",Bara
1452,"SCHÄFEROVÁ, M.",Černovice PE.,,Excerpta,1962,1962,Černovice PE,,1962.,Bara
1453,"SCHILDEROVÁ, V.",Bystřice nad Pernštejnem ZR.,,Excerpta,1961,1961,Bystřice nad Pernštejnem ZR,,1961.,Bara
1454,"SCHNEIDER, J.",Mělnické nářečí. (Pokus o řešení středočeského problému.),,Dizertační práce,1948,1948,Mělník ME,,"Praha, 1948.",Bara
1455,"SIRŮČEK, J.",Mělník ME.,,Excerpta,1963,1963,Mělník ME,,1963.,Bara
1456,"SIRŮČEK, J.",Mělník ME.,,Excerpta,1964,1964,Mělník ME,,1964.,Bara
1457,"SKALSKÝ, J.",Benecko SM.,,Excerpta,1955,1955,Benecko SM,,1955.,Bara
1458,"SKALSKÝ, J.",Bílá Třemešná TU.,,Excerpta,1955,1955,Bílá Třemešná TU,,1955.,Bara
1459,"SKALSKÝ, J.",Dvůr Králové nad Labem TU.,,Excerpta,1955,1955,Dvůr Králové nad Labem TU,,1955.,Bara
1460,"SKALSKÝ, J.",Jičín JC.,,Excerpta,1955,1955,Jičín JC,,1955.,Bara
1461,"SKALSKÝ, J.",Jilemnice SM.,,Excerpta,1955,1955,Jilemnice SM,,1955.,Bara
1462,"SKALSKÝ, J.",Jilemnicko.,,Rukopis,1955,1955,,,1955.,Bara
1463,"SKALSKÝ, J.",Královédvorsko.,,Rukopis,,,Dvůr Králové nad Labem TU,,[b. r.].,Bara
1464,"SKULINA, J.",Nářečí na Hranicku.,,Dizertační práce,1956,1956,,,"Brno, 1956.",Texty a slovníky
1465,"SKULINA, J.",Severní pomezí moravskoslovenských nářečí.,,Kniha,1964,1960,,,"Praha: Československá akademie věd, 1964.",Texty a slovníky
1466,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1961,1961,Sněžné ZR (Krátká),,1961.,Bara
1467,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1963,1963,Sněžné ZR (Krátká),,1963.,Bara
1468,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1964,1964,Sněžné ZR (Krátká),,1964.,Bara
1469,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1965,1965,Sněžné ZR (Krátká),,1965.,Bara
1470,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1966,1966,Sněžné ZR (Krátká),,1966.,Bara
1471,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1967,1967,Sněžné ZR (Krátká),,1967.,Bara
1472,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1968,1968,Sněžné ZR (Krátká),,1968.,Bara
1473,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1969,1969,Sněžné ZR (Krátká),,1969.,Bara
1474,"SLÁMA, J.",Sněžné ZR (Krátká).,,Excerpta,1970,1970,Sněžné ZR (Krátká),,1970.,Bara
1475,"SLAVIČÍNSKÝ, J. M.",Na schodě.,Český lid,Článek v časopise,1902,1902,,,"Český lid. 1902, roč. 11, s. 44–50, 90–96, 132–135, 177–180, 225–229, 273–277, 321–325, 378–381, 433–436, 482–485; 1903, roč. 12, s. 42–45, 83–85, 130–132, 188–191, 228–231, 273–276, 385–388, 419–421, 484–487.",Bara
1476,"SLAVIČÍNSKÝ, J. M.",U Křúpałú.,Český lid,Článek v časopise,1901,1901,,,"Český lid. 1901, roč. 10, s. 133–143, 296–304, 369–384, 463–474",Bara
1477,"SLAVIČÍNSKÝ, J. M.",Vlk krampotů. Valašská povídka z roků štyrycátých.,,Kniha,1927,1891,Halenkov VS,,"Olomouc: R. Promberger, 1927.",Texty a slovníky
1478,"SLAVÍKOVÁ, M.",Hořovice BE.,,Excerpta,1961,1961,Hořovice BE,,1961.,Bara
1479,"SLAVÍKOVÁ, M.",Hořovice BE.,,Excerpta,1963,1963,Hořovice BE,,1963.,Bara
1480,"SLÍPKOVÁ, O.",Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem).,,Excerpta,1961,1961,Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem),,1961.,Bara
1481,"SLÍPKOVÁ, O.",Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem).,,Excerpta,1963,1963,Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem),,1963.,Bara
1482,"SLÍPKOVÁ, O.",Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem).,,Excerpta,1964,1964,Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem),,1964.,Bara
1483,"SLÍPKOVÁ, O.",Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem).,,Excerpta,1966,1966,Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem),,1966.,Bara
1484,"SLÍPKOVÁ, O.",Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem).,,Excerpta,1967,1967,Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem),,1967.,Bara
1485,"SLÍPKOVÁ, O.",Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem).,,Excerpta,1968,1968,Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem),,1968.,Bara
1486,"SLÍPKOVÁ, O.",Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem).,,Excerpta,1969,1969,Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem),,1969.,Bara
1487,"SLÍPKOVÁ, O.",Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem).,,Excerpta,1970,1970,Brandýs nad Labem-Stará Boleslav PY (Brandýs nad Labem),,1970.,Bara
1488,"SLOUPSKÁ, E.",Nářeční bednářská terminologie ve středomoravských nářečích (obec Vrbátky).,,Studentská práce,2005,2005,Vrbátky PV,,"Brno, 2005.",Excely
1489,"SLOUPSKÁ, E.",Nářeční terminologie ve Vrbátkách.,,Studentská práce,2008,2008,Vrbátky PV,,"Brno, 2008.",Excely
1490,"SLUKOVÁ, A.",Proseč pod Ještědem LB (Javorník).,,Excerpta,1966,1966,Proseč pod Ještědem LB (Javorník),,1966.,Bara
1491,"SLUKOVÁ, A.",Proseč pod Ještědem LB (Javorník).,,Excerpta,1967,1967,Proseč pod Ještědem LB (Javorník),,1967.,Bara
1492,"SLUKOVÁ, A.",Proseč pod Ještědem LB (Javorník).,,Excerpta,1969,1969,Proseč pod Ještědem LB (Javorník),,1969.,Bara
1493,"SLUKOVÁ, A.",Proseč pod Ještědem LB.,,Excerpta,1968,1968,Proseč pod Ještědem LB,,1968.,Bara
1494,"SLUKOVÁ, A.",Proseč pod Ještědem LB.,,Excerpta,1970,1970,Proseč pod Ještědem LB,,1970.,Bara
1495,"SMĚJA, F.",Jidáši.,,Kniha,1946,1946,,Opavsko,"Moravská Ostrava; Praha: J. Lukasík, 1946.",Bara
1496,"SMĚJA, F.",Pletky. Slezské verše.,,Kniha,1936,1936,,Opavsko,"Hrabyně: Iskra, 1936.",Bara
1497,"SMĚJA, F.",Potřísněná tvář.,,Kniha,1939,1939,,Hlučínsko,"Moravská Ostrava-Mariánské Hory: Iskra, 1939.",Bara
1498,"SMĚJA, F.",Úsměvy. Črty ze slezských dědin.,,Kniha,1932,1932,Opava OP (Suché Lazce),,"Svinov, Vilém Vaško, 1932.",Texty a slovníky
1499,"SMĚJA, F.",Věřím v člověka.,,Kniha,1953,1953,,Opavsko,"Ostrava: Krajský národní výbor, 1953.",Bara
1500,"SOCHOROVÁ, S.",Slovní zásoba nářečí v obci Pozlovice.,,Studentská práce,1987,1987,Pozlovice ZL,,"Brno, 1987.",Excely
1501,"SOCHOVÁ, Z.",Lašská slovní zásoba.,,Kniha,2001,1985,,,"Praha: Academia, 2001. ISBN 80-200-0421-1.",Texty a slovníky
1502,"SOMMER, K. a J. JULÍNEK.",Dodatky ke slovníčku horáčtiny.,Protivanovský zpravodaj,Článek v časopise,2011,2011,Lipovec BK,,"Protivanovský zpravodaj. 2011, roč. 53, č. 5, 6, s. 5–6.",Excely
1503,"SOUČKOVÁ, J.",Dialektologická monografie obce Nová Ves u Chotěboře (vzhledem k deklinaci a slovníku).,,Studentská práce,,,Nová Ves u Chotěboře HB,,"Praha, [b. r.].",Bara
1504,"SOUKUP, L.",Sušicko.,,Rukopis,1945–1949,1949,,Sušicko,1945–1949.,Bara
1505,"SOVA, J.",Popis a rozbor nářečí litovelského.,,Studentská práce,1926,1926,Litovel OL,,"Praha, 1926.",Bara
1506,"STARÁ, A.","Lidová přísloví, přirovnání a pořekadla.",,Kniha,2008,2008,Jablunkov FM,,"Jablunkov, 2008.",Texty a slovníky
1507,"STARÁ, A.","Slovník českých slov, polských slov, jablunkovského nářečí",,Rukopis,,,Jablunkov FM,,"[b. m., b. r.]",Excely
1508,"STEJSKALOVÁ, J.",Podřečí frýdecké.,,Studentská práce,,,Frýdek-Místek FM (Frýdek),,"[b. m., b. r.]",Bara
1509,"STEUER, F.",Branické podřečí.,Časopis Vlasteneckého spolku musejního v Olomouci,Článek v časopise,1932,1932,,Branice POLSKO,"Časopis Vlasteneckého spolku musejního v Olomouci. 1932, roč. 45, s. 211–249.",Bara
1510,"STEUER, F.",Narzecze baborowskie.,,Kniha,1937,1937,,Baborów POLSKO,"Kraków: Polska Akademia Umiejętności, 1937.",Bara
1511,"STRAČOVSKÁ, A.",Lidové výrazy.,Naše řeč,Článek v časopise,1934,1934,,,"Naše řeč. 1934, roč. 18, s. 121–123.",Texty a slovníky
1512,"STRAKA, L.",Manětín PM.,,Excerpta,1964,1964,Manětín PM,,1964.,Bara
1513,"STRÁNSKÝ, J.",Lidová mluva na Jilemnicku.,,Rukopis,1924,1924,,,1924.,Bara
1514,"STRÁNSKÝ, J.",Strašidla a čarování v Krkonoších.,,Kniha,2014,1922,,,"Liberec: Nakladatelství Bor, 2014. ISBN 978-80-87607-07-7.",Texty a slovníky
1515,"STRNAD, M.",Mluva lidu v Polici nad Metují.,,Studentská práce,1948,1948,Police nad Metují NA,,"Praha, 1948.",Bara
1516,"STRNAD, V.",Chýnov TA.,,Excerpta,1955,1955,Chýnov TA,,1955.,Bara
1517,"STRNAD, V.",Chýnov TA.,,Excerpta,1956,1956,Chýnov TA,,1956.,Bara
1518,"STRNAD, V.",Chýnov TA.,,Excerpta,1960,1960,Chýnov TA,,1960.,Bara
1519,"STRNAD, V.",Sepekov PI.,,Excerpta,1955,1955,Sepekov PI,,1955.,Bara
1520,"STRNAD, V.",Sepekov PI.,,Excerpta,1956,1956,Sepekov PI,,1956.,Bara
1521,"STRNAD, V.",Sepekov PI.,,Excerpta,1960,1960,Sepekov PI,,1960.,Bara
1522,"STŘEDA, J.",Červený Kostelec NA (Lhota za Červeným Kostelcem).,,Excerpta,1961,1961,Červený Kostelec NA (Lhota za Červeným Kostelcem),,1961.,Bara
1523,"STŘEDA, J.",Červený Kostelec NA (Lhota za Červeným Kostelcem).,,Excerpta,1963,1963,Červený Kostelec NA (Lhota za Červeným Kostelcem),,1963.,Bara
1524,"STŘEDA, J.",Červený Kostelec NA (Lhota za Červeným Kostelcem).,,Excerpta,1964,1964,Červený Kostelec NA (Lhota za Červeným Kostelcem),,1964.,Bara
1525,"STŘEDA, J.",Červený Kostelec NA (Lhota za Červeným Kostelcem).,,Excerpta,1965,1965,Červený Kostelec NA (Lhota za Červeným Kostelcem),,1965.,Bara
1526,"STŘEDA, J.",Červený Kostelec NA (Lhota za Červeným Kostelcem).,,Excerpta,1966,1966,Červený Kostelec NA (Lhota za Červeným Kostelcem),,1966.,Bara
1527,"STŘEDA, J.",Červený Kostelec NA (Lhota za Červeným Kostelcem).,,Excerpta,1967,1967,Červený Kostelec NA (Lhota za Červeným Kostelcem),,1967.,Bara
1528,"STŘEDA, J.",Červený Kostelec NA (Lhota za Červeným Kostelcem).,,Excerpta,1968,1968,Červený Kostelec NA (Lhota za Červeným Kostelcem),,1968.,Bara
1529,"STŘEDA, J.",Červený Kostelec NA (Lhota za Červeným Kostelcem).,,Excerpta,1969,1969,Červený Kostelec NA (Lhota za Červeným Kostelcem),,1969.,Bara
1530,"STŘEDA, J.",Červený Kostelec NA.,,Excerpta,1961,1961,Červený Kostelec NA,,1961.,Bara
1531,"STŘEDA, J.",Náchod NA.,,Excerpta,1961,1961,Náchod NA,,1961.,Bara
1532,"STŘEDA, J.",Náchod NA.,,Excerpta,1972,1972,Náchod NA,,1972.,Bara
1533,"STUDNIČKA, A.",Nářečí Vnorov a okolí.,,Dizertační práce,1953,1940,,,"Brno, 1953.",Texty a slovníky
1534,"SUCHÁČKOVÁ, T.",Příspěvek do výzkumu valašského nářečí. Rovina zvuková a lexikální.,,Studentská práce,2012,2012,,Valašskokloboucko,"Ostrava, 2012.",Excely
1535,"SUŠILOVÁ, L.",Klobucký rok. Starobylé zvyky a obyčeje celého roku ve Valašských Klobúcích.,,Kniha,2010,1964,Valašské Klobouky ZL,,"Valašské Klobouky: Muzejní společnost ve Valašských Kloboukách ve spolupráci s Městským muzeem, 2010. ISBN 978-80-254-8527-9.",Texty a slovníky
1536,"SVĚRÁK, F.",Boskovické nářečí.,,Kniha,1941,1941,,,"Brno: Dialektologická komise při Matici moravské, 1941.",Texty a slovníky
1537,"SVĚRÁK, F.",Karlovické nářečí.,,Kniha,1957,1957,,,"Praha: Státní pedagogické nakladatelství, 1957.",Texty a slovníky
1538,"SVĚRÁK, F.",Nářečí na Břeclavsku a dolním Pomoraví.,,Kniha,1966,1966,,,Brno: UJEP 1966.,Texty a slovníky
1539,"SVĚRÁK, T.",Léčivé zeliny na Opavsku.,Věstník Matice opavské,Článek v časopise,1901,1901,,,"Věstník Matice opavské. 1901, č. 9, s. 14–24 a 16–32.",Bara
1540,SVĚRÁKOVÁ B.,U nás v Brně. Vzpomínky vyprávěné místním nářečím.,,Kniha,1989,1989,Brno BM,,"Brno: Měst. kult. středisko S. K. Neumanna, 1989.",Excely
1541,"SVOBODA, E.",Hrušová UO.,,Excerpta,1957,1957,Hrušová UO,,1957.,Bara
1542,"SVOBODA, E.",Vysoké Mýto UO.,,Excerpta,1957,1957,Vysoké Mýto UO,,1957.,Bara
1543,"SVOBODA, F.",Sulislav TC.,,Excerpta,1961,1961,Sulislav TC,,1961.,Bara
1544,"SVOBODA, F.",Sulislav TC.,,Excerpta,1963,1963,Sulislav TC,,1963.,Bara
1545,"SVOBODA, F.",Sulislav TC.,,Excerpta,1964,1964,Sulislav TC,,1964.,Bara
1546,"SVOBODA, F.",Sulislav TC.,,Excerpta,1965,1965,Sulislav TC,,1965.,Bara
1547,"SVOBODOVÁ, A.",Příbram PB.,,Excerpta,1955,1955,Příbram PB,,1955.,Bara
1548,"SVOBODOVÁ, A.",Příbram PB.,,Excerpta,1957,1957,Příbram PB,,1957.,Bara
1549,"SVOBODOVÁ, A.",Příbram PB.,,Excerpta,1961,1961,Příbram PB,,1961.,Bara
1550,"SVOBODOVÁ, K.",Slovní zásoba v Dolním Němčí se zřetelem k zednické terminologii.,,Studentská práce,2006,2006,Dolní Němčí UH,,"Brno, 2006.",Excely
1551,"SÝKOROVÁ, L.",Diferenční nářeční slovník obce Čejkovice.,,Studentská práce,2009,2009,Čejkovice HO,,"Brno, 2009.",Excely
1552,"SÝKOROVÁ, L.",Vinařská a vinohradnická nářeční terminologie v Čejkovicích.,,Studentská práce,2007,2007,Čejkovice HO,,"Brno, 2007.",Excely
1553,"SYROVÁTKO, J.",Bohdašín RK.,,Excerpta,1958,1958,Bohdašín RK,,1958.,Bara
1554,"SYROVÁTKO, J.",Bohdašín RK.,,Excerpta,1959,1959,Bohdašín RK,,1959.,Bara
1555,"SYROVÁTKO, J.",Slavoňov NA (Blažkov).,,Excerpta,1958,1958,Slavoňov NA (Blažkov),,1958.,Bara
1556,"SYROVÁTKO, J.",Slavoňov NA (Blažkov).,,Excerpta,1959,1959,Slavoňov NA (Blažkov),,1959.,Bara
1557,"ŠÁCHOVÁ, M.",Kostelec nad Vltavou PI (Sobědraž).,,Excerpta,1961,1961,Kostelec nad Vltavou PI (Sobědraž),,1961.,Bara
1558,"ŠÁCHOVÁ, M.",Kostelec nad Vltavou PI (Sobědraž).,,Excerpta,1963,1963,Kostelec nad Vltavou PI (Sobědraž),,1963.,Bara
1559,"ŠÁCHOVÁ, M.",Kostelec nad Vltavou PI (Sobědraž).,,Excerpta,1964,1964,Kostelec nad Vltavou PI (Sobědraž),,1964.,Bara
1560,"ŠÁCHOVÁ, M.",Kostelec nad Vltavou PI (Sobědraž).,,Excerpta,1965,1965,Kostelec nad Vltavou PI (Sobědraž),,1965.,Bara
1561,"ŠÁCHOVÁ, M.",Kostelec nad Vltavou PI (Sobědraž).,,Excerpta,1966,1966,Kostelec nad Vltavou PI (Sobědraž),,1966.,Bara
1562,"ŠÁCHOVÁ, M.",Kostelec nad Vltavou PI (Sobědraž).,,Excerpta,1967,1967,Kostelec nad Vltavou PI (Sobědraž),,1967.,Bara
1563,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1961,1961,Sepekov PI,,1961.,Bara
1564,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1963,1963,Sepekov PI,,1963.,Bara
1565,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1964,1964,Sepekov PI,,1964.,Bara
1566,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1965,1965,Sepekov PI,,1965.,Bara
1567,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1966,1966,Sepekov PI,,1966.,Bara
1568,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1967,1967,Sepekov PI,,1967.,Bara
1569,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1968,1968,Sepekov PI,,1968.,Bara
1570,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1969,1969,Sepekov PI,,1969.,Bara
1571,"ŠÁCHOVÁ, M.",Sepekov PI.,,Excerpta,1970,1970,Sepekov PI,,1970.,Bara
1572,"ŠAJER, J.",Popis nářečí ve slezském Podbeskydí.,,Studentská práce,1931,1931,Frýdlant nad Ostravicí FM (Lubno),,"Praha, 1931.",Bara
1573,"ŠÁLENÝ, F.",Drahotěšice CB.,,Excerpta,1956,1956,Drahotěšice CB,,1956.,Bara
1574,"ŠÁLENÝ, F.",Žimutice CB (Krakovčice).,,Excerpta,1955,1955,Žimutice CB (Krakovčice),,1955.,Bara
1575,"ŠÁLENÝ, F.",Žimutice CB (Krakovčice).,,Excerpta,1956,1956,Žimutice CB (Krakovčice),,1956.,Bara
1576,"ŠEBELOVÁ, V.",Řemeslnická terminologie na Senetářovsku.,,Studentská práce,2009,2009,Senetářov BK,,"Brno, 2009",Excely
1577,"ŠEBESTOVÁ, A.",Lidské dokumenty a jiné národopisné poznámky.,,Kniha,1947,1890,Kobylí BV,,"Praha: Fr. Borový, 1947.",Bara; Texty a slovníky
1578,"ŠEMBERA, A. V.",Základové dialektologie československé.,,Kniha,1864,1864,,,"Vídeň: Vlastním nákladem, 1864.",Bara
1579,"ŠENKÝŘOVÁ, J.",Nářeční slovník obce Morávky u Frýdku.,,Studentská práce,1957,1957,Morávka FM,,"Brno, 1957.",Texty a slovníky
1580,"ŠETELÍKOVÁ, L.",O našich liďoch. 16 povídek v nářečí předmostském.,,Kniha,1925,1925,Přerov PR (Přerov II-Předmostí),,"Praha: Fr. Borový, 1925.",Texty a slovníky
1581,ŠIMEK V.,Slovník nářečí obce Jankovice.,,Studentská práce,1949,1949,Jankovice KM,,"Praha, 1949.",Bara
1582,"ŠIPKOVÁ, M.",Stavba věty v mluvených projevech. Syntax hanáckých nářečí.,,Kniha,1993,1987,,,"Jinočany: Nakladatelství H&H, 1993. ISBN 80-85787-31-8.",Texty a slovníky
1583,"ŠKVOR, V.",Přestavlky LT.,,Excerpta,1961,1961,Přestavlky LT,,1961.,Bara
1584,"ŠKVOR, V.",Vranov BN (Bezděkov).,,Excerpta,1963,1963,Vranov BN (Bezděkov),,1963.,Bara
1585,"ŠKVOR, V.",Vranov BN (Bezděkov).,,Excerpta,1964,1964,Vranov BN (Bezděkov),,1964.,Bara
1586,"ŠKVOR, V.",Vranov BN (Bezděkov).,,Excerpta,1965,1965,Vranov BN (Bezděkov),,1965.,Bara
